rank,read_tier,title,year,authors,venue,doi,url,cited_by_count,source_query,concepts,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open,relevance_score,hostile_reason,abstract
1061,landscape_sweep,Revitalizing family planning: Lessons learned on strengthening contraceptive provision,2009,Frontiers in Reproductive Health,,10.31899/rh10.1028,https://doi.org/10.31899/rh10.1028,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1062,landscape_sweep,Lessons Learned? The History of Planning in Florida,2010,Patsy Healey,Planning Theory &amp; Practice,10.1080/14649351003759771,https://doi.org/10.1080/14649351003759771,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1063,landscape_sweep,Lessons Learned in Trauma Recovery and Planning,2011,Luisa Medrano-Bryan,PsycEXTRA Dataset,10.1037/e673722011-001,https://doi.org/10.1037/e673722011-001,0,robot learned dynamics model planning,Crossref,Repair or recover a robot plan/model after an execution failure or mismatch.,planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,generic failure recovery or repair framing,whether repair should be scoped to transition edits rather than retraining,1,,
1064,landscape_sweep,Lessons learned from the planning and early implementation of the Social Impact Bond at HMP Peterborough,2011,,,10.7249/tr1166,https://doi.org/10.7249/tr1166,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1065,landscape_sweep,Lessons Learned from School Crisis Incidents,2011,,Proactive School Security and Emergency Preparedness Planning,10.4135/9781452219233.n12,https://doi.org/10.4135/9781452219233.n12,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1066,landscape_sweep,Robot Performance Indices,2012,Franziska Zacharias,Cognitive Systems Monographs,10.1007/978-3-642-25182-5_3,https://doi.org/10.1007/978-3-642-25182-5_3,0,robot planning control manipulation world model,Crossref,Advance embodied physical intelligence around: Robot Performance Indices.,task-specific embodied learning mechanism,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1067,landscape_sweep,Modeling the Robot Workspace,2012,Franziska Zacharias,Cognitive Systems Monographs,10.1007/978-3-642-25182-5_4,https://doi.org/10.1007/978-3-642-25182-5_4,0,robot planning control manipulation world model,Crossref,Advance embodied physical intelligence around: Modeling the Robot Workspace.,task-specific embodied learning mechanism,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1068,landscape_sweep,Lessons Learned,2012,Gursky Elin; Hre&ccaron;kovski Boris,NATO Science for Peace and Security Series - E: Human and Societal Dynamics,10.3233/978-1-61499-135-9-235,https://doi.org/10.3233/978-1-61499-135-9-235,0,robot learned dynamics model planning,Crossref,Advance embodied physical intelligence around: Lessons Learned.,task-specific embodied learning mechanism,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,"<jats:p>The Advanced Study Institute &amp;ldquo;Addressing Pandemics, Mass Casualty and Catastrophic Health Events&amp;rdquo; convened experts from more than 12 countries and produced eight lessons for NATO to consider in preparing for mass-casualty incidents.</jats:p>"
1069,landscape_sweep,Lessons Learned from Tabletop Exercises,2012,,Pandemic Planning,10.1201/b11779-20,https://doi.org/10.1201/b11779-20,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1070,landscape_sweep,Lessons Learned in Decadal Planning in Space Science,2013,,,10.17226/18434,https://doi.org/10.17226/18434,0,robot learned dynamics model planning,Crossref,"Plan or control embodied robot behavior with learned, symbolic, or hybrid models.",planning/control over a learned or hybrid dynamics model,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
1071,landscape_sweep,Toward a More Perfect Civic Order:,2017,,The Structure and Dynamics of Human Ecosystems,10.2307/j.ctt1s4768t.14,https://doi.org/10.2307/j.ctt1s4768t.14,0,robot learned dynamics model planning,Crossref,Advance embodied physical intelligence around: Toward a More Perfect Civic Order:.,task-specific embodied learning mechanism,the chosen representation exposes the repair-critical physical variables,planner response and observability assumptions,planner-exploited false transitions and execution-time counterexamples,broad learned dynamics / planning claims,how embodied counterexamples should rewrite the model used by planning,1,,
